,Rodada,Tempo,Presas,Predadores,Alpha,Beta,Gamma,Delta,x0,y0,Resultado,Ambiente,Anos
512,1,5.119999999999935,115.06213605179425,52.83571611815098,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
513,1,5.129999999999935,115.38774544672218,52.88346524282491,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
514,1,5.139999999999935,115.71394568985573,52.93229068091474,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
515,1,5.149999999999935,116.04072911144941,52.982197189374716,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
516,1,5.159999999999934,116.36808791861121,53.03318957374537,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
517,1,5.169999999999934,116.69601419410756,53.08527268831821,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
518,1,5.179999999999934,117.02449989516417,53.13845143629635,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
519,1,5.189999999999934,117.35353685226299,53.192730769950735,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
520,1,5.199999999999934,117.68311676793553,53.24811569077207,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
521,1,5.209999999999933,118.01323121555257,53.30461124961801,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
522,1,5.219999999999933,118.3438716381105,53.36222254685568,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
523,1,5.229999999999933,118.6750293470146,53.42095473249911,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
524,1,5.239999999999933,119.0066955208592,53.48081300634161,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
525,1,5.2499999999999325,119.33886120420513,53.541802618082784,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
526,1,5.259999999999932,119.67151730635462,53.60392886745003,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
527,1,5.269999999999932,120.00465460012377,53.66719710431431,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
528,1,5.279999999999932,120.33826372061291,53.73161272880002,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
529,1,5.289999999999932,120.67233516397506,53.79718119138875,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
530,1,5.299999999999931,121.00685928618265,53.86390799301668,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
531,1,5.309999999999931,121.34182630179285,53.931798685165475,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
532,1,5.319999999999931,121.67722628271169,54.0008588699464,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
533,1,5.329999999999931,122.0130491569572,54.07109420017748,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
534,1,5.339999999999931,122.34928470742193,54.14251037945341,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
535,1,5.34999999999993,122.68592257063504,54.21511316220811,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
536,1,5.35999999999993,123.02295223552424,54.28890835376948,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
537,1,5.36999999999993,123.36036304217792,54.36390181040633,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
538,1,5.37999999999993,123.69814418060773,54.44009943936716,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
539,1,5.3899999999999295,124.03628468951193,54.5175071989104,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
540,1,5.399999999999929,124.37477345503981,54.59613109832613,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
541,1,5.409999999999929,124.7135992095575,54.67597719794873,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
542,1,5.419999999999929,125.0527505304155,54.75705160916039,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
543,1,5.429999999999929,125.3922158387183,54.83936049438511,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
544,1,5.4399999999999284,125.73198339809646,54.922910067072955,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
545,1,5.449999999999928,126.07204131348134,55.00770659167422,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
546,1,5.459999999999928,126.4123775298831,55.0937563836033,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
547,1,5.469999999999928,126.7529798311722,55.181065809191885,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
548,1,5.479999999999928,127.09383583886472,55.26964128563124,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
549,1,5.489999999999927,127.43493301091218,55.35948928090319,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
550,1,5.499999999999927,127.77625864049584,55.450616313699584,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
551,1,5.509999999999927,128.11779985482636,55.54302895332984,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
552,1,5.519999999999927,128.4595436139489,55.63673381961627,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
553,1,5.5299999999999265,128.8014767095543,55.73173758277689,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
554,1,5.539999999999926,129.14358576379655,55.828046963295286,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
555,1,5.549999999999926,129.48585722811757,55.925668731777286,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
556,1,5.559999999999926,129.82827738207888,56.02460970879402,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
557,1,5.569999999999926,130.1708323322016,56.12487676471101,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
558,1,5.5799999999999255,130.51350801081452,56.22647681950303,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
559,1,5.589999999999925,130.8562901749113,56.32941684255413,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
560,1,5.599999999999925,131.1991644050168,56.433703852442775,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
561,1,5.609999999999925,131.54211610406367,56.53934491671136,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
562,1,5.619999999999925,131.88513049627915,56.64634715161999,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
563,1,5.629999999999924,132.22819262608309,56.754717721884006,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
564,1,5.639999999999924,132.5712873569975,56.8644638403948,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
565,1,5.649999999999924,132.91439937056828,56.97559276792362,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
566,1,5.659999999999924,133.25751316529986,57.088111812807924,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
567,1,5.6699999999999235,133.60061305560302,57.20202833061972,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
568,1,5.679999999999923,133.94368317075694,57.31734972381569,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
569,1,5.689999999999923,134.28670745388584,57.43408344136845,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
570,1,5.699999999999923,134.62966966095075,57.55223697837862,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
571,1,5.709999999999923,134.9725533597576,57.67181787566722,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
572,1,5.7199999999999225,135.31534192898147,57.79283371934788,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
573,1,5.729999999999922,135.65801855720866,57.9152921403785,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
574,1,5.739999999999922,136.00056624199638,58.039200814091764,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
575,1,5.749999999999922,136.3429677889514,58.16456745970418,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
576,1,5.759999999999922,136.6852058108281,58.291399839802956,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
577,1,5.769999999999921,137.0272627266468,58.41970575981042,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
578,1,5.779999999999921,137.3691207608329,58.54949306742533,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
579,1,5.789999999999921,137.71076194237804,58.68076965204066,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
580,1,5.799999999999921,138.05216810402345,58.813543444137274,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
581,1,5.809999999999921,138.393320881467,58.94782241465305,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
582,1,5.81999999999992,138.7342017125941,59.083614574326816,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
583,1,5.82999999999992,139.07479183673385,59.220927973016686,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
584,1,5.83999999999992,139.4150722939407,59.359770698992115,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
585,1,5.84999999999992,139.75502392430326,59.500150878199264,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
586,1,5.8599999999999195,140.09462736728014,59.64207667349901,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
587,1,5.869999999999919,140.43386306106476,59.78555628387709,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
588,1,5.879999999999919,140.77271124197918,59.930597943625806,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
589,1,5.889999999999919,141.11115194389842,60.07720992149668,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
590,1,5.899999999999919,141.44916499770594,60.225400519823566,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
591,1,5.909999999999918,141.78673003078129,60.37517807361551,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
592,1,5.919999999999918,142.12382646652094,60.52655094961886,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
593,1,5.929999999999918,142.46043352389322,60.67952754534799,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
594,1,5.939999999999918,142.79653021702845,60.83411628808402,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
595,1,5.949999999999918,143.13209535484515,60.990325633840975,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
596,1,5.959999999999917,143.46710754071347,61.14816406629869,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
597,1,5.969999999999917,143.80154517215675,61.30764009570191,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
598,1,5.979999999999917,144.13538644059247,61.468762257724926,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
599,1,5.989999999999917,144.4686093311135,61.6315391123011,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
600,1,5.9999999999999165,144.80119162231077,61.795979242416706,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
601,1,6.009999999999916,145.13311088613847,61.962091252868376,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
602,1,6.019999999999916,145.46434448782293,62.12988376898354,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
603,1,6.029999999999916,145.7948695858163,62.29936543530323,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
604,1,6.039999999999916,146.12466313179604,62.47054491422656,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
605,1,6.0499999999999154,146.45370187071174,62.643430884616265,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
606,1,6.059999999999915,146.78196234087997,62.81803204036461,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
607,1,6.069999999999915,147.10942087412863,62.994357088919045,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
608,1,6.079999999999915,147.43605359599206,63.172414749766865,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
609,1,6.089999999999915,147.76183642595794,63.352213752878356,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
610,1,6.099999999999914,148.08674507776718,63.533762837107595,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
611,1,6.109999999999914,148.41075505976838,63.717070748550356,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
612,1,6.119999999999914,148.73384167532765,63.90214623885839,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
613,1,6.129999999999914,149.05598002329538,64.08899806350948,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
614,1,6.1399999999999135,149.3771449985311,64.27763498003247,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
615,1,6.149999999999913,149.69731129248777,64.46806574618678,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
616,1,6.159999999999913,150.0164533938568,64.66029911809555,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
617,1,6.169999999999913,150.334545589275,64.85434384833194,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
618,1,6.179999999999913,150.65156196409487,65.05020868395772,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
619,1,6.1899999999999125,150.96747640321973,65.24790236451369,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
620,1,6.199999999999912,151.2822625920046,65.44743361996107,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
621,1,6.209999999999912,151.59589401722457,65.64881116857337,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
622,1,6.219999999999912,151.90834396811184,65.852043714778,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
623,1,6.229999999999912,152.21958553746285,66.05713994694699,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
624,1,6.239999999999911,152.52959162281675,66.26410853513617,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
625,1,6.249999999999911,152.8383349277068,66.47295812877222,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
626,1,6.259999999999911,153.1457879629858,66.68369735428683,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
627,1,6.269999999999911,153.45192304822726,66.89633481269756,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
628,1,6.2799999999999105,153.75671231320342,67.11087907713457,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
629,1,6.28999999999991,154.0601276994417,67.32733869031271,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
630,1,6.29999999999991,154.36214096186075,67.54572216194843,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
631,1,6.30999999999991,154.6627236704879,67.76603796612075,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
632,1,6.31999999999991,154.96184721225896,67.9882945385759,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
633,1,6.3299999999999095,155.259482792902,68.21250027397498,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
634,1,6.339999999999909,155.5556014389065,68.43866352308402,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
635,1,6.349999999999909,155.85017399957945,68.66679258990601,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
636,1,6.359999999999909,156.14317114918913,68.89689572875437,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
637,1,6.369999999999909,156.4345633891989,69.1289811412672,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
638,1,6.379999999999908,156.72432105059164,69.36305697336206,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
639,1,6.389999999999908,157.01241429628658,69.59913131213051,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
640,1,6.399999999999908,157.29881312364978,69.83721218267225,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
641,1,6.409999999999908,157.58348736709974,70.07730754486815,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
642,1,6.419999999999908,157.8664067008093,70.31942529009197,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
643,1,6.429999999999907,158.1475406415054,70.56357323786018,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
644,1,6.439999999999907,158.4268585513678,70.80975913241969,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
645,1,6.449999999999907,158.7043296410283,71.05799063927286,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
646,1,6.459999999999907,158.9799229726718,71.30827534163988,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
647,1,6.4699999999999065,159.25360746324014,71.56062073685773,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
648,1,6.479999999999906,159.52535188774038,71.81503423271579,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
649,1,6.489999999999906,159.79512488265857,72.07152314372775,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
650,1,6.499999999999906,160.0628949494804,72.3300946873395,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
651,1,6.509999999999906,160.32863045831976,72.590755980073,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
652,1,6.519999999999905,160.59229965165653,72.8535140336057,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
653,1,6.529999999999905,160.85387064818482,73.11837575078573,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
654,1,6.539999999999905,161.1133114467726,73.38534792158235,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
655,1,6.549999999999905,161.37058993053407,73.65443721897203,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
656,1,6.559999999999905,161.62567387101566,73.92565019475983,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
657,1,6.569999999999904,161.8785309324969,74.19899327533612,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
658,1,6.579999999999904,162.12912867640696,74.474472757369,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
659,1,6.589999999999904,162.37743456585818,74.75209480343202,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
660,1,6.599999999999904,162.62341597029703,75.03186543756773,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
661,1,6.6099999999999035,162.86704017027395,75.31379054078718,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
662,1,6.619999999999903,163.10827436233268,75.59787584650537,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
663,1,6.629999999999903,163.3470856640198,75.88412693591323,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
664,1,6.639999999999903,163.58344111901553,76.17254923328615,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
665,1,6.649999999999903,163.8173077023863,76.46314800122974,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
666,1,6.659999999999902,164.04865232595998,76.75592833586299,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
667,1,6.669999999999902,164.27744184382416,77.0508951619394,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
668,1,6.679999999999902,164.5036430579483,77.34805322790656,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
669,1,6.689999999999902,164.72722272393014,77.64740710090497,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
670,1,6.699999999999902,164.94814755686693,77.94896116170632,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
671,1,6.709999999999901,165.1663842373518,78.25271959959242,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
672,1,6.719999999999901,165.38189941759566,78.55868640717512,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
673,1,6.729999999999901,165.59465972767504,78.86686537515826,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
674,1,6.739999999999901,165.8046317819058,79.17726008704257,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
675,1,6.7499999999999005,166.01178218534332,79.48987391377425,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
676,1,6.7599999999999,166.21607754040855,79.80471000833843,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
677,1,6.7699999999999,166.41748445364084,80.12177130029855,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
678,1,6.7799999999999,166.61596954257675,80.4410604902827,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
679,1,6.7899999999999,166.81149944275492,80.76258004441829,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
680,1,6.7999999999998995,167.00404081484695,81.08633218871627,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
681,1,6.809999999999899,167.1935603519138,81.4123189034062,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
682,1,6.819999999999899,167.38002478678732,81.74054191722372,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
683,1,6.829999999999899,167.5634008995766,82.0710027016518,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
684,1,6.839999999999899,167.74365552529844,82.40370246511752,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
685,1,6.849999999999898,167.92075556163115,82.73864214714588,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
686,1,6.859999999999898,168.0946679767914,83.07582241247253,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
687,1,6.869999999999898,168.26535981753275,83.4152436451171,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
688,1,6.879999999999898,168.43279821726517,83.75690594241917,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
689,1,6.8899999999998975,168.59695040429466,84.10080910903876,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
690,1,6.899999999999897,168.75778371018137,84.44695265092359,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
691,1,6.909999999999897,168.91526557821555,84.79533576924496,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
692,1,6.919999999999897,169.06936357200948,85.14595735430484,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
693,1,6.929999999999897,169.22004538420424,85.49881597941632,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
694,1,6.9399999999998965,169.36727884528952,85.85390989475978,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
695,1,6.949999999999896,169.51103193253502,86.21123702121747,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
696,1,6.959999999999896,169.65127277903142,86.57079494418899,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
697,1,6.969999999999896,169.78796968283916,86.9325809073903,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
698,1,6.979999999999896,169.9210911162429,87.29659180663926,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
699,1,6.989999999999895,170.05060573510957,87.66282418363022,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
700,1,6.999999999999895,170.17648238834764,88.03127421970105,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
701,1,7.009999999999895,170.29869012746536,88.4019377295952,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
702,1,7.019999999999895,170.41719821622536,88.77481015522243,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
703,1,7.0299999999998946,170.53197614039289,89.1498865594209,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
704,1,7.039999999999894,170.64299361757506,89.52716161972458,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
705,1,7.049999999999894,170.75022060714807,89.9066296221387,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
706,1,7.059999999999894,170.85362732026942,90.28828445492738,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
707,1,7.069999999999894,170.95318422997212,90.67211960241673,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
708,1,7.0799999999998935,171.04886208133712,91.05812813881707,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
709,1,7.089999999999893,171.14063190174107,91.44630272206824,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
710,1,7.099999999999893,171.22846501117556,91.83663558771178,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
711,1,7.109999999999893,171.31233303263414,92.22911854279398,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
712,1,7.119999999999893,171.39220790256337,92.62374295980379,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
713,1,7.129999999999892,171.46806188137393,93.02049977064979,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
714,1,7.139999999999892,171.53986756400755,93.4193794606805,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
715,1,7.149999999999892,171.60759789055578,93.82037206275223,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
716,1,7.159999999999892,171.67122615692588,94.22346715134894,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
717,1,7.169999999999892,171.7307260255497,94.62865383675859,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
718,1,7.179999999999891,171.78607153613058,95.03592075931046,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
719,1,7.189999999999891,171.8372371164237,95.44525608367825,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
720,1,7.199999999999891,171.88419759304492,95.8566474932535,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
721,1,7.209999999999891,171.92692820230295,96.27008218459422,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
722,1,7.2199999999998905,171.96540460104993,96.68554686195348,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
723,1,7.22999999999989,171.99960287754485,97.10302773189314,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
724,1,7.23999999999989,172.02949956232453,97.52251049798734,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
725,1,7.24999999999989,172.05507163907666,97.94398035562124,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
726,1,7.25999999999989,172.07629655550895,98.36742198688967,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
727,1,7.269999999999889,172.093152234209,98.79281955560134,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
728,1,7.279999999999889,172.1056170834885,99.22015670239347,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
729,1,7.289999999999889,172.1136700082063,99.64941653996226,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
730,1,7.299999999999889,172.11729042056336,100.08058164841465,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
731,1,7.309999999999889,172.1164582508644,100.5136340707465,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
732,1,7.319999999999888,172.1111539582388,100.94855530845284,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
733,1,7.329999999999888,172.10135854131494,101.38532631727541,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
734,1,7.339999999999888,172.08705354884137,101.82392750309322,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
735,1,7.349999999999888,172.06822109024773,102.26433871796135,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
736,1,7.3599999999998875,172.044843846139,102.7065392563038,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
737,1,7.369999999999887,172.01690507871615,103.15050785126566,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
738,1,7.379999999999887,171.9843886421161,103.59622267123042,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
739,1,7.389999999999887,171.94727899266417,104.04366131650768,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
