,Rodada,Tempo,Presas,Predadores,Alpha,Beta,Gamma,Delta,x0,y0,Resultado,Ambiente,Anos
1003,1,10.02999999999983,75.25218741638109,163.60714863850998,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1004,1,10.03999999999983,74.96499279215908,163.3642134953992,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1005,1,10.04999999999983,74.67998692368127,163.11882403965757,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1006,1,10.05999999999983,74.39716414644609,162.8710137941969,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1007,1,10.06999999999983,74.11651863844807,162.62081620430843,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1008,1,10.07999999999983,73.83804442496638,162.36826463239495,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1009,1,10.08999999999983,73.5617353832883,162.11339235282847,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1010,1,10.09999999999983,73.28758524736726,161.85623254693226,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1011,1,10.109999999999829,73.0155876124154,161.59681829808673,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1012,1,10.119999999999829,72.74573593943,161.3351825869581,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1013,1,10.129999999999828,72.47802355965395,161.07135828684898,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1014,1,10.139999999999828,72.21244367896989,160.80537815916986,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1015,1,10.149999999999828,71.94898938222804,160.53727484903052,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1016,1,10.159999999999828,71.68765363750752,160.26708088095023,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1017,1,10.169999999999828,71.4284293003113,159.99482865468582,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1018,1,10.179999999999827,71.17130911769456,159.7205504411763,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1019,1,10.189999999999827,70.9162857323269,159.4442783786031,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1020,1,10.199999999999827,70.66335168648796,159.16604446856437,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1021,1,10.209999999999827,70.41249942599713,158.88588057236274,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1022,1,10.219999999999827,70.16372130407707,158.6038184074046,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1023,1,10.229999999999826,69.91700958515156,158.31988954371013,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1024,1,10.239999999999826,69.6723564485776,158.03412540053273,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1025,1,10.249999999999826,69.42975399231236,157.74655724308624,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1026,1,10.259999999999826,69.18919423651492,157.45721617937903,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1027,1,10.269999999999825,68.95066912708346,157.16613315715333,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1028,1,10.279999999999825,68.71417053912784,156.87333896092852,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1029,1,10.289999999999825,68.47969028037838,156.57886420914716,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1030,1,10.299999999999825,68.2472200945309,156.282739351422,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1031,1,10.309999999999825,68.01675166452853,155.98499466588305,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1032,1,10.319999999999824,67.78827661578077,155.68566025662267,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1033,1,10.329999999999824,67.56178651932028,155.3847660512381,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1034,1,10.339999999999824,67.33727289489771,155.08234179846917,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1035,1,10.349999999999824,67.11472721401529,154.77841706593017,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1036,1,10.359999999999824,66.89414090289957,154.4730212379344,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1037,1,10.369999999999823,66.67550534541374,154.16618351341,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1038,1,10.379999999999823,66.4588118859104,153.85793290390538,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1039,1,10.389999999999823,66.24405183202491,153.54829823168288,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1040,1,10.399999999999823,66.03121645741032,153.2373081278995,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1041,1,10.409999999999823,65.82029700441413,152.92499103087275,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1042,1,10.419999999999822,65.61128468669764,152.61137518443047,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1043,1,10.429999999999822,65.40417069179858,152.29648863634313,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1044,1,10.439999999999822,65.1989461836374,151.98035923683705,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1045,1,10.449999999999822,64.99560230496809,151.66301463718716,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1046,1,10.459999999999821,64.79413017977403,151.3444822883879,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1047,1,10.469999999999821,64.59452091560962,151.02478943990062,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1048,1,10.479999999999821,64.3967656058882,150.7039631384763,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1049,1,10.48999999999982,64.20085533211713,150.38203022705184,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1050,1,10.49999999999982,64.00678116608042,150.05901734371895,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1051,1,10.50999999999982,63.81453417196991,149.73495092076362,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1052,1,10.51999999999982,63.624105408465454,149.40985718377533,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1053,1,10.52999999999982,63.43548593076479,149.08376215082413,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1054,1,10.53999999999982,63.24866679256394,148.75669163170463,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1055,1,10.54999999999982,63.06363904798865,148.42867122724508,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1056,1,10.55999999999982,62.880393753477726,148.09972632868045,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1057,1,10.569999999999819,62.69892196961881,147.76988211708814,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1058,1,10.579999999999819,62.519214762937374,147.43916356288477,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1059,1,10.589999999999819,62.34126320763965,147.1075954253828,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1060,1,10.599999999999818,62.16505838731008,146.77520225240593,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1061,1,10.609999999999818,61.99059139656414,146.4420083799613,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1062,1,10.619999999999818,61.81785334265706,146.108037931968,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1063,1,10.629999999999818,61.6468353470493,145.7733148200399,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1064,1,10.639999999999818,61.47752854692932,145.43786274332194,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1065,1,10.649999999999817,61.30992409669448,145.10170518837842,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1066,1,10.659999999999817,61.144013169390625,144.7648654291322,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1067,1,10.669999999999817,60.979786958111134,144.42736652685323,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1068,1,10.679999999999817,60.817236677356085,144.08923133019582,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1069,1,10.689999999999817,60.65635356435221,143.75048247528264,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1070,1,10.699999999999816,60.4971288803343,143.41114238583495,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1071,1,10.709999999999816,60.3395539117888,143.07123327334745,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1072,1,10.719999999999816,60.183619971660136,142.73077713730675,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1073,1,10.729999999999816,60.029318400520616,142.3897957654524,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1074,1,10.739999999999815,59.87664056770437,142.04831073407905,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1075,1,10.749999999999815,59.725577872406156,141.706343408379,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1076,1,10.759999999999815,59.57612174474553,141.3639149428238,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1077,1,10.769999999999815,59.42826364679715,141.02104628158372,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1078,1,10.779999999999815,59.28199507358778,140.67775815898437,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1079,1,10.789999999999814,59.13730755406065,140.33407109999914,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1080,1,10.799999999999814,58.99419265200777,139.99000542077638,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1081,1,10.809999999999814,58.85264196697088,139.64558122920067,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1082,1,10.819999999999814,58.7126471351116,139.30081842548657,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1083,1,10.829999999999814,58.5741998300514,138.95573670280453,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1084,1,10.839999999999813,58.43729176368198,138.61035554793742,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1085,1,10.849999999999813,58.30191468694672,138.26469424196713,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1086,1,10.859999999999813,58.16806039059369,137.91877186099003,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1087,1,10.869999999999813,58.03572070590086,137.57260727686048,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1088,1,10.879999999999812,57.90488750537411,137.22621915796145,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1089,1,10.889999999999812,57.77555270341858,136.87962597000146,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1090,1,10.899999999999812,57.647708256983854,136.53284597683668,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1091,1,10.909999999999812,57.521346166183655,136.18589724131778,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1092,1,10.919999999999812,57.39645847489055,135.83879762616007,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1093,1,10.929999999999811,57.27303727130616,135.49156479483685,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1094,1,10.939999999999811,57.15107468850746,135.14421621249437,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1095,1,10.949999999999811,57.0305629049697,134.7967691468882,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1096,1,10.95999999999981,56.91149414506642,134.44924066933999,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1097,1,10.96999999999981,56.793860679547116,134.10164765571366,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1098,1,10.97999999999981,56.67765482599302,133.75400678741076,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1099,1,10.98999999999981,56.56286894925155,133.40633455238373,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1100,1,10.99999999999981,56.44949546184987,133.0586472461666,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1101,1,11.00999999999981,56.33752682438803,132.71096097292255,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1102,1,11.01999999999981,56.22695554591222,132.36329164650715,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1103,1,11.02999999999981,56.11777418426857,132.01565499154722,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1104,1,11.039999999999809,56.00997534643794,131.66806654453418,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1105,1,11.049999999999809,55.90355168885222,131.32054165493133,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1106,1,11.059999999999809,55.79849591769246,130.97309548629462,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1107,1,11.069999999999808,55.69480078916944,130.62574301740602,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1108,1,11.079999999999808,55.59245910978696,130.2784990434191,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1109,1,11.089999999999808,55.49146373658834,129.93137817701592,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1110,1,11.099999999999808,55.39180757738658,129.58439484957512,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1111,1,11.109999999999808,55.29348359097851,129.23756331235006,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1112,1,11.119999999999807,55.196484787343415,128.89089763765693,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1113,1,11.129999999999807,55.10080422782644,128.54441172007202,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1114,1,11.139999999999807,55.00643502530727,128.19811927763772,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1115,1,11.149999999999807,54.91337034435439,127.8520338530766,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1116,1,11.159999999999807,54.821603401365344,127.50616881501333,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1117,1,11.169999999999806,54.73112746469329,127.1605373592035,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1118,1,11.179999999999806,54.64193585476032,126.8151525097694,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1119,1,11.189999999999806,54.55402194415785,126.47002712044181,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1120,1,11.199999999999806,54.46737915773439,126.12517387580758,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1121,1,11.209999999999805,54.38200097267107,125.78060529256246,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1122,1,11.219999999999805,54.2978809185453,125.43633372076887,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1123,1,11.229999999999805,54.21501257738282,125.09237134511801,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1124,1,11.239999999999805,54.13338958369851,124.74873018619591,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1125,1,11.249999999999805,54.053005624526236,124.4054221017532,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1126,1,11.259999999999804,53.973854439438135,124.06245878797795,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1127,1,11.269999999999804,53.8959298205535,123.71985178077135,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1128,1,11.279999999999804,53.81922561253767,123.37761245702586,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1129,1,11.289999999999804,53.743735712591246,123.03575203590536,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1130,1,11.299999999999804,53.66945407042974,122.69428158012698,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1131,1,11.309999999999803,53.59637468825417,122.35321199724436,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1132,1,11.319999999999803,53.52449162071276,122.01255404093183,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1133,1,11.329999999999803,53.453798974853896,121.67231831226938,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1134,1,11.339999999999803,53.38429091007091,121.33251526102788,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1135,1,11.349999999999802,53.315961638038615,120.99315518695443,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1136,1,11.359999999999802,53.24880542264207,120.65424824105747,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1137,1,11.369999999999802,53.18281657989773,120.31580442689132,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1138,1,11.379999999999802,53.117989477867226,119.97783360183986,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1139,1,11.389999999999802,53.05431853656404,119.64034547839921,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1140,1,11.399999999999801,52.99179822785329,119.30334962545895,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1141,1,11.409999999999801,52.93042307534485,118.96685546958176,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1142,1,11.419999999999801,52.870187654280016,118.63087229628117,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1143,1,11.4299999999998,52.81108659141198,118.2954092512972,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1144,1,11.4399999999998,52.75311456488024,117.96047534186962,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1145,1,11.4499999999998,52.69626630407928,117.62607943800865,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1146,1,11.4599999999998,52.64053658952155,117.2922302737628,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1147,1,11.4699999999998,52.585920252695125,116.95893644848378,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1148,1,11.4799999999998,52.53241217591609,116.62620642808808,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1149,1,11.4899999999998,52.48000729217596,116.29404854631518,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1150,1,11.4999999999998,52.42870058498418,115.96247100598212,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1151,1,11.509999999999799,52.37848708820603,115.63148188023429,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1152,1,11.519999999999799,52.32936188589603,115.30108911379212,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1153,1,11.529999999999799,52.28132011212699,114.97130052419378,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1154,1,11.539999999999798,52.23435695081498,114.6421238030334,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1155,1,11.549999999999798,52.188467635540235,114.31356651719483,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1156,1,11.559999999999798,52.14364744936433,113.9856361100808,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1157,1,11.569999999999798,52.099891724643584,113.65833990283726,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1158,1,11.579999999999798,52.057195842839015,113.33168509557267,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1159,1,11.589999999999797,52.015555234322896,113.00567876857238,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1160,1,11.599999999999797,51.974965378182105,112.68032788350767,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1161,1,11.609999999999797,51.93542180201835,112.35563928463948,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1162,1,11.619999999999797,51.89692008174546,112.03161970001663,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1163,1,11.629999999999797,51.85945584138392,111.70827574266855,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1164,1,11.639999999999796,51.82302475285258,111.38561391179218,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1165,1,11.649999999999796,51.78762253575795,111.06364059393317,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1166,1,11.659999999999796,51.753244957180954,110.74236206416111,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1167,1,11.669999999999796,51.719887831461435,110.42178448723875,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1168,1,11.679999999999795,51.687547019980414,110.10191391878512,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1169,1,11.689999999999795,51.65621843094027,109.78275630643243,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1170,1,11.699999999999795,51.625898019142966,109.46431749097678,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1171,1,11.709999999999795,51.59658178576637,109.14660320752238,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1172,1,11.719999999999795,51.56826577813884,108.82961908661937,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1173,1,11.729999999999794,51.540946089512126,108.5133706553952,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1174,1,11.739999999999794,51.51461885883274,108.1978633386793,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1175,1,11.749999999999794,51.489280270511806,107.88310246012115,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1176,1,11.759999999999794,51.46492655419358,107.56909324330172,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1177,1,11.769999999999794,51.44155398452268,107.25584081283797,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1178,1,11.779999999999793,51.419158880910075,106.94335019548069,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1179,1,11.789999999999793,51.39773760729804,106.6316263212053,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1180,1,11.799999999999793,51.377286571924024,106.32067402429588,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1181,1,11.809999999999793,51.35780222708359,106.01049804442209,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1182,1,11.819999999999792,51.33928106889249,105.70110302770917,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1183,1,11.829999999999792,51.321719637047956,105.39249352780081,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1184,1,11.839999999999792,51.30511451458925,105.084674006915,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1185,1,11.849999999999792,51.2894623276576,104.7776488368927,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1186,1,11.859999999999792,51.27475974525553,104.47142230023935,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1187,1,11.869999999999791,51.261003479005666,104.16599859115931,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1188,1,11.879999999999791,51.24819028290917,103.86138181658288,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1189,1,11.889999999999791,51.236316953103696,103.5575759971863,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1190,1,11.89999999999979,51.2253803276211,103.25458506840441,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1191,1,11.90999999999979,51.21537728614484,102.95241288143596,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1192,1,11.91999999999979,51.20630474976721,102.65106320424185,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1193,1,11.92999999999979,51.19815968074637,102.35053972253584,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1194,1,11.93999999999979,51.190939082263355,102.05084604076812,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1195,1,11.94999999999979,51.18463999817895,101.7519856831015,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1196,1,11.95999999999979,51.17925951279066,101.45396209438024,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1197,1,11.96999999999979,51.174794750589655,101.1567786410917,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1198,1,11.979999999999789,51.17124287601787,100.86043861232048,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1199,1,11.989999999999789,51.16860109322521,100.56494522069532,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1200,1,11.999999999999789,51.16686664582698,100.27030160332873,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1201,1,12.009999999999788,51.166036816661475,99.97651082274922,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1202,1,12.019999999999788,51.16610892754795,99.6835758678262,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1203,1,12.029999999999788,51.1670803390448,99.39149965468769,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1204,1,12.039999999999788,51.1689484502081,99.10028502763053,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1205,1,12.049999999999788,51.17171069835056,98.80993476002354,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1206,1,12.059999999999787,51.175364558800894,98.52045155520317,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1207,1,12.069999999999787,51.179907544663585,98.23183804736206,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1208,1,12.079999999999787,51.185337206579185,97.94409680243027,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1209,1,12.089999999999787,51.191651132485084,97.65723031894926,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1210,1,12.099999999999786,51.19884694737685,97.37124102893871,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1211,1,12.109999999999786,51.2069223130701,97.08613129875609,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1212,1,12.119999999999786,51.21587492796301,96.80190342994906,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1213,1,12.129999999999786,51.22570252679937,96.51855966010079,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1214,1,12.139999999999786,51.23640288043236,96.236102163668,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1215,1,12.149999999999785,51.24797379558894,95.954533052812,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1216,1,12.159999999999785,51.260413114634964,95.67385437822263,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1217,1,12.169999999999785,51.27371871534095,95.39406812993512,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1218,1,12.179999999999785,51.287888510648614,95.1151762381399,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1219,1,12.189999999999785,51.30292044843816,94.8371805739854,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1220,1,12.199999999999784,51.31881251129631,94.56008295037398,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1221,1,12.209999999999784,51.33556271628511,94.2838851227507,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1222,1,12.219999999999784,51.353169114711584,94.00858878988544,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1223,1,12.229999999999784,51.37162979189811,93.73419559464787,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1224,1,12.239999999999783,51.39094286695372,93.46070712477577,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1225,1,12.249999999999783,51.411106492546175,93.18812491363637,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
1226,1,12.259999999999783,51.43211885467491,92.9164504409811,0.6,0.006,0.6,0.006,60,140,Ganhou,Aquático,20
